hgnc_id	entrez_id	ensembl_gene_id	location_sortable	symbol	name	gene_family	pubmed_id
HGNC:30268	326624	ENSG00000172794	17q25.1	RAB37	"RAB37, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	10722846
HGNC:9776	23682	ENSG00000123892	11q14.2	RAB38	"RAB38, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	10910072
HGNC:16521	54734	ENSG00000179331	11q22.3	RAB39A	"RAB39A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9119394
HGNC:16499	116442	ENSG00000155961	Xq28	RAB39B	"RAB39B, member RAS oncogene family"	"X-linked mental retardation|RAB, member RAS oncogene GTPases"	12438742|20159109
HGNC:18283	142684	ENSG00000172476	Xq22.2	RAB40A	"RAB40A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11697911
HGNC:25410	282808	ENSG00000102128	Xq22.1	RAB40AL	"RAB40A, member RAS oncogene family-like"		
HGNC:18284	10966	ENSG00000141542	17q25.3	RAB40B	"RAB40B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11697911
HGNC:18285	57799	ENSG00000197562	16p13.3	RAB40C	"RAB40C, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11697911|18485483
HGNC:18293	347517	ENSG00000147127	Xq13.1	RAB41	"RAB41, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11697911
HGNC:28702	115273	ENSG00000188060	01p35.3	RAB42	"RAB42, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:19983	339122	ENSG00000172780	03q21.3	RAB43	"RAB43, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	15018353
HGNC:21068	401258	ENSG00000255587	06p21.2	RAB44	"RAB44, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:9794	10567	ENSG00000105404	19q13.2	RABAC1	Rab acceptor 1	YIP family	10329441|10751420
HGNC:17677	9135	ENSG00000029725	17p13.2	RABEP1	"rabaptin, RAB GTPase binding effector protein 1"		8521472
HGNC:24817	79874	ENSG00000177548	16p11.2	RABEP2	"rabaptin, RAB GTPase binding effector protein 2"		9524116
HGNC:16896	10244	ENSG00000136933	09q33.3	RABEPK	Rab9 effector protein with kelch motifs		9230071
HGNC:17155	23637	ENSG00000011454	09q33.2-q33.3	RABGAP1	RAB GTPase activating protein 1		10202141
HGNC:24663	9910	ENSG00000152061	01q25.1	RABGAP1L	RAB GTPase activating protein 1 like		10585558
HGNC:17676	27342	ENSG00000154710	07q11.21	RABGEF1	RAB guanine nucleotide exchange factor 1	VPS9 domain containing	12505986|11098082
HGNC:9795	5875	ENSG00000100949	14q11.2	RABGGTA	Rab geranylgeranyltransferase alpha subunit	Prenyltransferase alpha subunit repeat containing	8954794
HGNC:9796	5876	ENSG00000137955	01p31.1	RABGGTB	Rab geranylgeranyltransferase beta subunit		8706741|8954794
HGNC:9797	5877	ENSG00000183155	01q32.1	RABIF	RAB interacting factor		9441742|7619808
HGNC:9799	11159	ENSG00000144134	02q14.1	RABL2A	"RAB, member of RAS oncogene family-like 2A"	RAB like GTPases	10444334
HGNC:9800	11158	ENSG00000079974	22q13.33	RABL2B	"RAB, member of RAS oncogene family-like 2B"	RAB like GTPases	10444334
HGNC:18072	285282	ENSG00000144840	03q13.33	RABL3	"RAB, member of RAS oncogene family like 3"	RAB like GTPases	12477932
HGNC:24703	55684	ENSG00000196642	09q34.3	RABL6	"RAB, member RAS oncogene family-like 6"	RAB like GTPases	14702039|16582619|17962191|19433581
HGNC:9801	5879	ENSG00000136238	07p22.1	RAC1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Rho family GTPases|Endogenous ligands	2674130|10597294
HGNC:9802	5880	ENSG00000128340	22q13.1	RAC2	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"	Rho family GTPases|Endogenous ligands	2674130
HGNC:9803	5881	ENSG00000169750	17q25.3	RAC3	"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)"	Rho family GTPases|Endogenous ligands	
HGNC:9804	29127	ENSG00000161800	12q13.12	RACGAP1	Rac GTPase activating protein 1		9497316
HGNC:4399	10399	ENSG00000204628	05q35.3	RACK1	receptor for activated C kinase 1	WD repeat domain containing	8302854|2499885
HGNC:9806	5810	ENSG00000113456	05p13.2	RAD1	RAD1 checkpoint DNA exonuclease	Checkpoint clamp complex	9716408|9828137
HGNC:9827	5883	ENSG00000172613	11q13.2	RAD9A	RAD9 checkpoint clamp component A	Checkpoint clamp complex	8943031|20081369
HGNC:21700	144715	ENSG00000151164	12q24.11	RAD9B	RAD9 checkpoint clamp component B		14611806|24013428
HGNC:9807	5884	ENSG00000152942	05q13.2	RAD17	RAD17 checkpoint clamp loader component		9869296|9660800
HGNC:18278	56852	ENSG00000070950	03p25.3	RAD18	"RAD18, E3 ubiquitin protein ligase"	Ring finger proteins	10884424|10908344
HGNC:9811	5885	ENSG00000164754	08q24.11	RAD21	RAD21 cohesin complex component	Cohesin complex	8812457
HGNC:16271	642636	ENSG00000244588	20p13	RAD21L1	RAD21 cohesin complex component like 1		21527826
HGNC:9812	5886	ENSG00000179262	19p13.13	RAD23A	"RAD23 homolog A, nucleotide excision repair protein"	Nucleotide excision repair	7851894|21676658
HGNC:9813	5887	ENSG00000119318	09q31.2	RAD23B	"RAD23 homolog B, nucleotide excision repair protein"	Nucleotide excision repair	7851894|8168482
HGNC:9816	10111	ENSG00000113522	05q31.1	RAD50	RAD50 double strand break repair protein	BRCA1 C complex|MRN complex	8756642|9705271
HGNC:9817	5888	ENSG00000051180	15q15.1	RAD51	RAD51 recombinase	Fanconi anemia complementation groups	8358431|8479919|26253028
HGNC:16956	10635	ENSG00000111247	12p13.32	RAD51AP1	RAD51 associated protein 1		9396801
HGNC:34417	729475	ENSG00000214842	02p24.2	RAD51AP2	RAD51 associated protein 2		16990250
HGNC:9822	5890	ENSG00000182185	14q24.1	RAD51B	RAD51 paralog B		6261043|9207106
HGNC:9820	5889	ENSG00000108384	17q22	RAD51C	RAD51 paralog C	Fanconi anemia complementation groups	9469824|22167183
HGNC:9823	5892	ENSG00000185379	17q12	RAD51D	RAD51 paralog D		9570954
HGNC:9824	5893	ENSG00000002016	12p13.33	RAD52	"RAD52 homolog, DNA repair protein"		7774919|18313388|19506022|24340529
HGNC:17228	25788	ENSG00000197275	08q22.1	RAD54B	RAD54 homolog B (S. cerevisiae)		10362364|10851248
HGNC:9826	8438	ENSG00000085999	01p34.1	RAD54L	RAD54-like (S. cerevisiae)		8805304
HGNC:29123	23132	ENSG00000164080	03p21.2	RAD54L2	RAD54-like 2 (S. cerevisiae)		19692572
HGNC:22226	55698	ENSG00000157927	07p22.1	RADIL	Rap associating with DIL domain	PDZ domain containing	16051602|17704304
HGNC:9828	8480	ENSG00000101146	20q13.31	RAE1	ribonucleic acid export 1	WD repeat domain containing|Nucleoporins	9370289|9256445
HGNC:16793	135250	ENSG00000164520	06q25.1	RAET1E	retinoic acid early transcript 1E		11827464
HGNC:16795	353091	ENSG00000203722	06q25.1	RAET1G	retinoic acid early transcript 1G		11827464|15240696
HGNC:16798	154064	ENSG00000155918	06q25.1	RAET1L	retinoic acid early transcript 1L		11827464
HGNC:9829	5894	ENSG00000132155	03p25.2	RAF1	"Raf-1 proto-oncogene, serine/threonine kinase"	Mitogen-activated protein kinase kinase kinases|RAF family	1611909
HGNC:9831	5896	ENSG00000166349	11p12	RAG1	recombination activating 1	Ring finger proteins	1612612|1283330
HGNC:9832	5897	ENSG00000175097	11p13	RAG2	recombination activating 2		1283330
HGNC:9834	10743	ENSG00000108557	17p11.2	RAI1	retinoic acid induced 1		10036180
HGNC:9835	10742	ENSG00000131831	Xp22.13	RAI2	retinoic acid induced 2		10049581|10394933
HGNC:14873	26064	ENSG00000039560	05p13.2	RAI14	retinoic acid induced 14	Ankyrin repeat domain containing	11042181
HGNC:9839	5898	ENSG00000006451	07p14.1	RALA	RAS like proto-oncogene A	RAS type GTPase family	3292391
HGNC:9840	5899	ENSG00000144118	02q14.2	RALB	RAS like proto-oncogene B	RAS type GTPase family	
HGNC:9841	10928	ENSG00000017797	18p11.22	RALBP1	ralA binding protein 1		7673236
HGNC:17770	253959	ENSG00000174373	14q13.2	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1		19520869
HGNC:16207	57186	ENSG00000188559	20p11.23	RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2		16490346|19520869
HGNC:29221	57148	ENSG00000170471	20q11.23	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit		19520869
HGNC:9842	5900	ENSG00000160271	09q34.13-q34.2	RALGDS	ral guanine nucleotide dissociation stimulator		7972015
HGNC:16851	9649	ENSG00000136828	09q33.3	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	Pleckstrin homology domain containing	9205841|10747847
HGNC:30279	55103	ENSG00000116191	01q25.2	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	Pleckstrin homology domain containing	10747847|12102558
HGNC:15921	22913	ENSG00000125970	20q11.22	RALY	RALY heterogeneous nuclear ribonucleoprotein	RNA binding motif containing	10500250|23614458
HGNC:27036	138046	ENSG00000184672	08q21.2	RALYL	RALY RNA binding protein-like	RNA binding motif containing	12688537
HGNC:9843	10267	ENSG00000132329	02q37.3	RAMP1	receptor activity modifying protein 1	Receptor (G protein-coupled) activity modifying proteins	
HGNC:9844	10266	ENSG00000131477	17q12-q21.1	RAMP2	receptor activity modifying protein 2	Receptor (G protein-coupled) activity modifying proteins	
HGNC:9845	10268	ENSG00000122679	07p13	RAMP3	receptor activity modifying protein 3	Receptor (G protein-coupled) activity modifying proteins	
HGNC:9846	5901	ENSG00000132341	12q24.33	RAN	"RAN, member RAS oncogene family"	RAN family GTPases	8421051
HGNC:9847	5902	ENSG00000099901	22q11.21	RANBP1	RAN binding protein 1		7616957|10330396
HGNC:9848	5903	ENSG00000153201	02q13	RANBP2	RAN binding protein 2	Zinc fingers RANBP2-type |Tetratricopeptide repeat domain containing|Cyclophilin peptidylprolyl isomerases|Nucleoporins	7724562|19118815
HGNC:9850	8498	ENSG00000031823	19p13.3	RANBP3	RAN binding protein 3		9637251
HGNC:26353	202151	ENSG00000164188	05p13.2	RANBP3L	RAN binding protein 3 like		25755279
HGNC:9851	26953	ENSG00000137040	09p24.1	RANBP6	RAN binding protein 6		
HGNC:13727	10048	ENSG00000010017	06p23	RANBP9	RAN binding protein 9		9817760
HGNC:29285	57610	ENSG00000141084	16q22	RANBP10	RAN binding protein 10		14684163
HGNC:14428	64901	ENSG00000204764	05q35.1	RANBP17	RAN binding protein 17		11024021
HGNC:9854	5905	ENSG00000100401	22q13.2	RANGAP1	Ran GTPase activating protein 1		7878053
HGNC:17679	29098	ENSG00000108961	17p13	RANGRF	RAN guanine nucleotide release factor		11290418
HGNC:9855	5906	ENSG00000116473	01p13.2	RAP1A	"RAP1A, member of RAS oncogene family"	RAS type GTPase family	3143720
HGNC:9857	5908	ENSG00000127314	12q15	RAP1B	"RAP1B, member of RAS oncogene family"	RAS type GTPase family	3137530|12089143
HGNC:9858	5909	ENSG00000076864	01p36.12	RAP1GAP	RAP1 GTPase activating protein		1904317
HGNC:29176	23108	ENSG00000132359	17p13.3	RAP1GAP2	RAP1 GTPase activating protein 2		15632203
HGNC:9859	5910	ENSG00000138698	04q23	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	Armadillo repeat containing	8262526|17951244
HGNC:9861	5911	ENSG00000125249	13q32.1	RAP2A	"RAP2A, member of RAS oncogene family"	RAS type GTPase family	
HGNC:9862	5912	ENSG00000181467	03q25.2	RAP2B	"RAP2B, member of RAS oncogene family"	RAS type GTPase family	2118648
HGNC:21165	57826	ENSG00000123728	Xq26.2	RAP2C	"RAP2C, member of RAS oncogene family"	RAS type GTPase family	
HGNC:4568	2889	ENSG00000107263	09q34.13	RAPGEF1	Rap guanine nucleotide exchange factor 1		7959692|7512734
HGNC:16854	9693	ENSG00000109756	04q32.1	RAPGEF2	Rap guanine nucleotide exchange factor 2	PDZ domain containing	9205841|10934204
HGNC:16629	10411	ENSG00000079337	12q13.11	RAPGEF3	Rap guanine nucleotide exchange factor 3		10777494|9856955
HGNC:16626	11069	ENSG00000091428	02q31.1	RAPGEF4	Rap guanine nucleotide exchange factor 4		10777494|9856955
HGNC:16862	9771	ENSG00000136237	07p15.3	RAPGEF5	Rap guanine nucleotide exchange factor 5		9039502|10486569
HGNC:20655	51735	ENSG00000158987	05q31.1	RAPGEF6	Rap guanine nucleotide exchange factor 6	PDZ domain containing	11524421|12095257
HGNC:17428	51195	ENSG00000108352	17q21.1	RAPGEFL1	Rap guanine nucleotide exchange factor like 1		
HGNC:14436	65059	ENSG00000173166	02q33.2	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	Pleckstrin homology domain containing	
HGNC:9863	5913	ENSG00000165917	11p11.2	RAPSN	receptor associated protein of the synapse	Ring finger proteins	8812503
HGNC:9864	5914	ENSG00000131759	17q21.2	RARA	retinoic acid receptor alpha	Nuclear hormone receptors	2825036|8244378
HGNC:9865	5915	ENSG00000077092	03p24.2	RARB	retinoic acid receptor beta	Nuclear hormone receptors	
HGNC:9866	5916	ENSG00000172819	12q13.13	RARG	retinoic acid receptor gamma	Nuclear hormone receptors	1849262
HGNC:9867	5918	ENSG00000118849	03q25.32	RARRES1	retinoic acid receptor responder 1		8601727|9270552
HGNC:9868	5919	ENSG00000106538	07q36.1	RARRES2	retinoic acid receptor responder 2	Endogenous ligands	9270552|17767914
HGNC:9869	5920	ENSG00000133321	11q12.3	RARRES3	retinoic acid receptor responder 3	 HRAS like suppressor family	9270552
HGNC:9870	5917	ENSG00000113643	05q34	RARS	arginyl-tRNA synthetase	"Aminoacyl tRNA synthetases, Class I"	7590355
HGNC:21406	57038	ENSG00000146282	06q15	RARS2	"arginyl-tRNA synthetase 2, mitochondrial"	"Aminoacyl tRNA synthetases, Class I"	17847012
HGNC:9871	5921	ENSG00000145715	05q14.3	RASA1	RAS p21 protein activator 1	Pleckstrin homology domain containing|SH2 domain containing|C2 and RasGAP domain containing	15917201
HGNC:9872	5922	ENSG00000155903	03q23	RASA2	RAS p21 protein activator 2	Pleckstrin homology domain containing|C2 and RasGAP domain containing	8699317
HGNC:20331	22821	ENSG00000185989	13q34	RASA3	RAS p21 protein activator 3	Pleckstrin homology domain containing|C2 and RasGAP domain containing	7637787|9382842
HGNC:23181	10156	ENSG00000105808	07q22.1	RASA4	RAS p21 protein activator 4	C2 and RasGAP domain containing	11448776
HGNC:35202	100271927	ENSG00000170667	07q22.1	RASA4B	RAS p21 protein activator 4B	Pleckstrin homology domain containing|C2 and RasGAP domain containing	
HGNC:9873	8437	ENSG00000111344	12q24.13	RASAL1	RAS protein activator like 1	Pleckstrin homology domain containing|C2 and RasGAP domain containing	9751798
HGNC:9874	9462	ENSG00000075391	01q25.2	RASAL2	RAS protein activator like 2	Pleckstrin homology domain containing|C2 and RasGAP domain containing	9877179
HGNC:26129	64926	ENSG00000105122	19p13.12	RASAL3	RAS protein activator like 3	C2 and RasGAP domain containing	12477932
HGNC:15828	51655	ENSG00000108551	17p11.2	RASD1	ras related dexamethasone induced 1		10947988
HGNC:18229	23551	ENSG00000100302	22q12.3	RASD2	RASD family member 2	RAS type GTPase family	10947988|10467249|14724584
HGNC:26464	158158	ENSG00000165105	09q21.32	RASEF	RAS and EF-hand domain containing	"RAB, member RAS oncogene GTPases|EF-hand domain containing"	17448446
HGNC:24246	221002	ENSG00000198915	10q11.21	RASGEF1A	RasGEF domain family member 1A		19645719
HGNC:24881	153020	ENSG00000138670	04q21.21	RASGEF1B	RasGEF domain family member 1B		19645719
HGNC:27400	255426	ENSG00000146090	05q35.3	RASGEF1C	RasGEF domain family member 1C		23469100
HGNC:9875	5923	ENSG00000058335	15q25.1	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors	7684828|1379731
HGNC:9876	5924	ENSG00000113319	05q14.1	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2	Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors	
HGNC:9878	10125	ENSG00000172575	15q14	RASGRP1	RAS guanyl releasing protein 1	EF-hand domain containing	10087292|9789079
HGNC:9879	10235	ENSG00000068831	11q13.1	RASGRP2	RAS guanyl releasing protein 2	EF-hand domain containing	9789079
HGNC:14545	25780	ENSG00000152689	02p22.3	RASGRP3	RAS guanyl releasing protein 3	EF-hand domain containing	10048485|10934204
HGNC:18958	115727	ENSG00000171777	19q13.1	RASGRP4	RAS guanyl releasing protein 4	EF-hand domain containing	11956218
HGNC:24716	54922	ENSG00000105538	19q13.33	RASIP1	Ras interacting protein 1		15031288
HGNC:16954	10633	ENSG00000100276	22q12.2	RASL10A	RAS like family 10 member A	RAS type GTPase family	8975699|15731001
HGNC:30295	91608	ENSG00000270885	17q12	RASL10B	RAS like family 10 member B	RAS type GTPase family	12477932
HGNC:23802	387496	ENSG00000122035	13q12.2	RASL11A	RAS like family 11 member A	RAS type GTPase family	15033445
HGNC:23804	65997	ENSG00000128045	04q12	RASL11B	RAS like family 11 member B	RAS type GTPase family	
HGNC:30289	51285	ENSG00000103710	15q22.31	RASL12	RAS like family 12	RAS type GTPase family	12107412
HGNC:9882	11186	ENSG00000068028	03p21.31	RASSF1	Ras association domain family member 1	Ras association domain family	
HGNC:9883	9770	ENSG00000101265	20p13	RASSF2	Ras association domain family member 2	Ras association domain family	8724849|15806169
HGNC:14271	283349	ENSG00000153179	12q14.2	RASSF3	Ras association domain family member 3	Ras association domain family	
HGNC:20793	83937	ENSG00000107551	10q11.21	RASSF4	Ras association domain family member 4	Ras association domain family	
HGNC:17609	83593	ENSG00000266094	01q32.1	RASSF5	Ras association domain family member 5	Ras association domain family	11978988|11965544|23972470
HGNC:20796	166824	ENSG00000169435	04q13.3	RASSF6	Ras association domain family member 6	Ras association domain family	
HGNC:1166	8045	ENSG00000099849	11p15.5	RASSF7	Ras association domain family member 7	Ras association domain family	1339391
HGNC:13232	11228	ENSG00000123094	12p12.1	RASSF8	Ras association domain family member 8	Ras association domain family	
HGNC:15739	9182	ENSG00000198774	12q21.31	RASSF9	Ras association domain family member 9	Ras association domain family	9837933|18272789
HGNC:33984	644943	ENSG00000189431	11p15.2	RASSF10	Ras association domain family member 10	Ras association domain family	18272789
HGNC:30296	125950	ENSG00000161847	19p13.2	RAVER1	"ribonucleoprotein, PTB binding 1"	RNA binding motif containing	11853319|11724819
HGNC:25577	55225	ENSG00000162437	01p31.3	RAVER2	"ribonucleoprotein, PTB binding 2"	RNA binding motif containing	16051233
HGNC:18662	30062	ENSG00000134438	18q21.32	RAX	retina and anterior neural fold homeobox	PRD class homeoboxes and pseudogenes	10625658|10766016|14662654
HGNC:18286	84839	ENSG00000173976	19p13.3	RAX2	retina and anterior neural fold homeobox 2	PRD class homeoboxes and pseudogenes	
HGNC:9884	5925	ENSG00000139687	13q14.2	RB1	RB transcriptional corepressor 1	Endogenous ligands	1857421|15057823
HGNC:15574	9821	ENSG00000023287	08q11	RB1CC1	RB1 inducible coiled-coil 1	Protein phosphatase 1 regulatory subunits|Autophagy related	11850849|7724523|18443221
HGNC:17680	57786	ENSG00000146587	07p22.1	RBAK	RB associated KRAB zinc finger	Zinc fingers C2H2-type	
HGNC:9887	5928	ENSG00000162521	01p35.1	RBBP4	"RB binding protein 4, chromatin remodeling factor"	WD repeat domain containing|EMSY complex|NuRD complex	8350924|14609955|17531812
HGNC:9888	5929	ENSG00000117222	01q32.1	RBBP5	"RB binding protein 5, histone lysine methyltransferase complex subunit"	WD repeat domain containing	7558034
HGNC:9889	5930	ENSG00000122257	16p12.1	RBBP6	"RB binding protein 6, ubiquitin ligase"		8595913|16396680
HGNC:9890	5931	ENSG00000102054	Xp22.2	RBBP7	"RB binding protein 7, chromatin remodeling factor"	WD repeat domain containing|EMSY complex|NuRD complex	7503932
HGNC:9891	5932	ENSG00000101773	18q11.2	RBBP8	"RB binding protein 8, endonuclease"	BRCA1 C complex	9721205|17965729|21998596
HGNC:16144	140893	ENSG00000130701	20q13.33	RBBP8NL	RBBP8 N-terminal like		11780052
HGNC:9892	10741	ENSG00000089050	20p11.23	RBBP9	"RB binding protein 9, serine hydrolase"		9697699|10449909|20080647
HGNC:15864	10616	ENSG00000125826	20p13	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	Ring finger proteins|Zinc fingers RANBP2-type 	
HGNC:26120	79863	ENSG00000101546	18q23	RBFA	ribosome binding factor A (putative)		12477932
HGNC:18222	54715	ENSG00000078328	16p13.3	RBFOX1	"RNA binding protein, fox-1 homolog 1"	RNA binding motif containing	10814712|16260614
